NAMES,SMILES,TEMPERATURE,PRESSURE,VALUE
C2029_A0027,CCOC(C)[n+]1ccn(CC)c1.O=S(=O)(F)[N-]S(=O)(=O)F,298,0.1,1.39
C0460_A0027,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,298,0.1,1.26
C0639_A0048,C=Cn1cc[n+](CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298,0.1,1.67
C0316_A0048,C=CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298,0.1,1.49
C1779_A0048,C=CC[n+]1ccn(CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298,0.1,1.45
C2034_A0027,COCC[n+]1cccn1C.O=S(=O)(F)[N-]S(=O)(=O)F,298,0.1,1.6
C2035_A0027,CCn1ccc[n+]1CCOC.O=S(=O)(F)[N-]S(=O)(=O)F,298,0.1,1.51
C2036_A0027,CCOCC[n+]1cccn1C.O=S(=O)(F)[N-]S(=O)(=O)F,298,0.1,1.6
C2037_A0027,CCOCC[n+]1cccn1CC.O=S(=O)(F)[N-]S(=O)(=O)F,298,0.1,1.5
C2022_A0343,CCCCCCCCCCCCCCCC[N+](C)(C)C.Cc1cc(Cl)ccc1OC(C)C(=O)[O-],293,0.1,3.82
C2022_A0343,CCCCCCCCCCCCCCCC[N+](C)(C)C.Cc1cc(Cl)ccc1OC(C)C(=O)[O-],303,0.1,3.55
C2022_A0343,CCCCCCCCCCCCCCCC[N+](C)(C)C.Cc1cc(Cl)ccc1OC(C)C(=O)[O-],313,0.1,3
C2022_A0343,CCCCCCCCCCCCCCCC[N+](C)(C)C.Cc1cc(Cl)ccc1OC(C)C(=O)[O-],323,0.1,2.67
C2022_A0343,CCCCCCCCCCCCCCCC[N+](C)(C)C.Cc1cc(Cl)ccc1OC(C)C(=O)[O-],333,0.1,2.4
C2022_A0343,CCCCCCCCCCCCCCCC[N+](C)(C)C.Cc1cc(Cl)ccc1OC(C)C(=O)[O-],343,0.1,2.17
C2022_A0343,CCCCCCCCCCCCCCCC[N+](C)(C)C.Cc1cc(Cl)ccc1OC(C)C(=O)[O-],353,0.1,1.96
C2023_A0343,CCCCCCCCCCCCCCCCCC[N+](C)(C)C.Cc1cc(Cl)ccc1OC(C)C(=O)[O-],293,0.1,4.04
C2023_A0343,CCCCCCCCCCCCCCCCCC[N+](C)(C)C.Cc1cc(Cl)ccc1OC(C)C(=O)[O-],303,0.1,3.55
C2023_A0343,CCCCCCCCCCCCCCCCCC[N+](C)(C)C.Cc1cc(Cl)ccc1OC(C)C(=O)[O-],313,0.1,3.15
C2023_A0343,CCCCCCCCCCCCCCCCCC[N+](C)(C)C.Cc1cc(Cl)ccc1OC(C)C(=O)[O-],323,0.1,2.81
C2023_A0343,CCCCCCCCCCCCCCCCCC[N+](C)(C)C.Cc1cc(Cl)ccc1OC(C)C(=O)[O-],333,0.1,2.51
C2023_A0343,CCCCCCCCCCCCCCCCCC[N+](C)(C)C.Cc1cc(Cl)ccc1OC(C)C(=O)[O-],343,0.1,2.25
